title,author,tags,date_published,section
"Why I have not been on social media for four years – Singer, Selena Gomez",,"['American Singer', 'Selena Gomez']",5 April 2022,Entertainment
Nigeria’s cinema records over N346m revenue in March,,['Nollywood'],5 April 2022,Entertainment
"EFCC probe: What doesn’t kill you makes you stronger, says Cubana Chief Priest",,"['Cubana Chief Priest', 'Entertainment']",5 April 2022,Entertainment
Wizkid’s fans troll Angelique Kidjo over Grammy win,,"['Angelique Kidjo', 'Wizkid']",4 April 2022,Entertainment
"Why Angelique Kidjo defeated Wizkid, Femi Kuti, others to win Grammys",,"['Angelique Kidjo', 'GRAMMYS', 'Yemi Alade']",4 April 2022,Entertainment
"Grammy Awards: Cardi B clashes with fans, deletes Twitter account",,"['Cardi B', 'Grammy Awards']",4 April 2022,Entertainment
Full list: 2022 Grammy Awards key winners,,"['2022 Grammy Awards', 'Entertainment']",4 April 2022,Entertainment
Silk Sonic wins Grammy’s song of the year,,"['2022 Grammy Awards', 'Entertainment']",4 April 2022,Entertainment
Trevor Noah opens Grammy as top stars dazzle on red carpet,,['2022 Grammy Awards'],4 April 2022,Entertainment
"Batiste, Rodrigo, Kanye win early Grammys ahead of Vegas gala",,['Kanye West'],4 April 2022,Entertainment
"I shunned money ritual, Indian hemp smoking, waited 15 years to break even – Actor Lateef Adedimeji",,"['Lateef Adedimeji', 'Nollywood']",3 April 2022,Entertainment
Why my university’s first love interest rejected my advances – Mr Macaroni,,"['Entertainment', 'Mr Macaroni']",3 April 2022,Entertainment
"I’m still in hospital, I haven’t gone back on set – Mr Ibu",,"['Hospital', 'Mr.Ibu']",3 April 2022,Entertainment
"‘Annie Idibia doesn’t take drugs’, Wisdom blames depression for attack on sister",,['Annie idibia'],3 April 2022,Entertainment
"How Omotola, others saved me from depression – T-Classic",,"['Depression', 'Omotola Jolade-Ekeinde', 'T-Classic']",3 April 2022,Entertainment
Nothing wrong taking care of Davido’s son — Ubi Franklin,,"['Davido', 'Ubi Franklin']",3 April 2022,Entertainment
My debut song designed to ease stress — The Therapist,,['Entertainment'],3 April 2022,Entertainment
"Obey to release album at 80, Buhari congratulates him",,"['buhari', 'Ebenezer Obey']",3 April 2022,Entertainment
Key nominees for the 2022 Grammy Awards,,['2022 Grammy Awards'],3 April 2022,Entertainment
"Rescue us from piracy, Anambra entertainers beg Soludo",,"['entertainers', 'Soludo']",3 April 2022,Entertainment
I rejected millions of naira to cut my hair — Daddy Showkey,,"['Daddy showkey', 'Entertainment']",3 April 2022,Entertainment
"Omawumi, Tony Umez, others star in Chatroom",,"['Entertainment', 'Omawumi']",3 April 2022,Entertainment
What gives me joy at 80 –Ebenezer Obey,,['Ebenezer Obey'],3 April 2022,Entertainment
Why I don’t reveal my age –Chioma Akpotha,,"['Chioma Akpotha', 'Nollywood actress']",2 April 2022,Entertainment
Five things to watch for at the Grammys,,[],2 April 2022,Entertainment
Working with Okorocha taught me how people behave in power — Shirley Igwe,,['Rochas Okorocha'],2 April 2022,Entertainment
I’m glad Portable sacked me as manager — Danku,,['Portable'],2 April 2022,Entertainment
I once had no self worth — Tems,,['Tems'],2 April 2022,Entertainment
"Indian biker, Deepak Kamath, applauds Nigeria’s hospitality",,['Entertainment'],2 April 2022,Entertainment
"K1 de Ultimate, Foluke Daramola, others grace Laide Bakare’s housewarming party",,"['foluke daramola', 'K1 De Ultimate', 'Laide Bakare']",2 April 2022,Entertainment
Yinka Adebayo appointed patron of TCOA,,['Adeyinka Adebayo'],2 April 2022,Entertainment
AFRIFF 2022: Film festival calls for entries,,['AFRIFF'],2 April 2022,Entertainment
"Odunlade Adekola inks deal with supermarket, oil & gas company",,['Odunlade Adekola'],2 April 2022,Entertainment
"Tears as Dejo Tunfulu buried, son reveals unfulfilled dream",,['Dejo Tunfulu'],2 April 2022,Entertainment
Sound Sultan’s new album set for release,,"['Empire Mates Entertainment', 'Sound Sultan']",2 April 2022,Entertainment
Alleged defilement: Baba Ijesha closes defence,,['Baba Ijesha'],2 April 2022,Entertainment
Will Smith resigns from Oscars Academy over Chris Rock slap,,"['Oscar academy', 'Will Smith']",2 April 2022,Entertainment
"Daddy Showkey, Akpororo inspire at Sempe Sunday",,"['Akpororo', 'Daddy showkey']",2 April 2022,Entertainment
"Five things to know about late Yoruba comic actor, Dejo Tunfulu",,['Entertainment'],1 April 2022,Entertainment
"Davido, other artistes headline Qatar 2022 World Cup theme song",,"['Davido', 'Entertainment', 'Qatar 2022']",1 April 2022,Entertainment
"[UPDATED] Yoruba actor, Dejo Tunfulu, dies",,"['Entertainment', 'Nollywood']",1 April 2022,Entertainment
Professionals float Ayinla Omowura research centre in Ogun,,['Ayinla Omowura'],1 April 2022,Entertainment
"Battle against insurgency, kidnapping must be collective – Mmadubugwu Justice",,['Insurgency'],1 April 2022,Entertainment
HBO fixes August for ‘Game of Thrones’ prequel ‘House of the Dragon’ release,,['Game of thrones'],30 March 2022,Entertainment
"Oscar slap: Nigerian comedian, entertainers disagree over taunting jokes",,"['Chris Rock', 'Oscar', 'Will Smith']",30 March 2022,Entertainment
"Timaya, Ubi Franklin clash over 2021 fight",,"['Entertainment', 'Timaya']",30 March 2022,Entertainment
"Portable loses Canadian show after sacking manager, promoter, others",,"['Entertainment', 'Portable']",30 March 2022,Entertainment
Why you should stand by your convictions – BBN Pere,,"['BBN Pere', 'Entertainment']",30 March 2022,Entertainment
T-Classic lampoons fan for tagging him struggling artiste,,"['Artiste', 'Entertainment']",30 March 2022,Entertainment
"Sex-for-gig allegation: Singer Ruger, DJ DimpleNipple clash over D’Prince",,"['Entertainment', 'Ruger']",28 March 2022,Entertainment
"Oscars 2022: Will Smith wins best actor for King Richard after slapping comedian, Chris Rock",,"['2022 Oscars', 'Will Smith']",28 March 2022,Entertainment
Oscars 2022: Will Smith strikes comedian Chris Rock over jokes about his wife,,"['2022 Oscars', 'Chris Rock', 'Will Smith']",28 March 2022,Entertainment
Oscars 2022: Full list of winners and nominees,,['2022 Oscars'],28 March 2022,Entertainment
"I used to accept any role, now I’m selective — Bimbo Ademoye",,"['Bimbo Ademoye', 'Entertainment', 'Nollywood']",27 March 2022,Entertainment
God gave me better car after ghastly accident — Dare Melody,,"['Dare Melody', 'Entertainment']",27 March 2022,Entertainment
Hymns don’t have to be boring — Olababs,,['Entertainment'],27 March 2022,Entertainment
Love for God inspired me to do gospel music — Psalmos,,"['gospel music', 'Psalmos']",27 March 2022,Entertainment
I’m not under pressure to change my style of music — Terry Apala,,"['Entertainment', 'Terry Apala']",27 March 2022,Entertainment
Fans should take it easy with celebs —Alex Unusual,,"['Alex Unusual', 'Celebs', 'Entertainment']",27 March 2022,Entertainment
"I can’t make movies since third fire destroyed my office, equipment – Chief Kanran",,"['Chief Kanran', 'Nollywood']",27 March 2022,Entertainment
I’m busier as actor than I was 20 years ago — Dele Odule,,"['Dele Odule', 'Nollywood']",27 March 2022,Entertainment
"2023: Voting, not artistes determines results — Daddy Freeze",,"['2023 elections', 'Daddy Freeze']",26 March 2022,Entertainment
Money doesn’t satisfy me — Burna Boy,,['Burna Boy'],26 March 2022,Entertainment
Six things to watch out for at Oscars,,['Oscars'],26 March 2022,Entertainment
Controversy surrounds alleged crash of Julius Agwu’s 14-year marriage,,"['Entertainment', 'Julius Agwu']",26 March 2022,Entertainment
I’m recuperating after being poisoned third time – Mr Ibu,,"['Food poisoning', 'Mr.Ibu']",26 March 2022,Entertainment
I go everywhere with mobile studio — Rema,,"['Entertainment', 'Rema']",26 March 2022,Entertainment
My favourite …with Laolu Gbenjo,,"['Laolu Gbenjo', 'My favourite']",26 March 2022,Entertainment
"Family, friends, fans plan big for Ebenezer Obey’s 80th birthday",,['Ebenezer Obey'],26 March 2022,Entertainment
"2Baba, Rema, Cavemen to celebrate Easter at New Afrika Shrine",,"['2Baba', 'Easter', 'New Afrika Shrine', 'Rema']",26 March 2022,Entertainment
"Kiki Omeili, DJ Sose, others attend premiere of ‘WWBAM’ Series 2",,"['DJ Sose', 'Entertainment']",26 March 2022,Entertainment
"Kenny Blaq, Koffi, others crack ribs at ‘Laugh Out Stress’",,"['Entertainment', 'Kenny Blaq', 'Koffi Tha Guru']",26 March 2022,Entertainment
"Mercy Aigbe, Shaffy Bello, others attend premiere of ‘Obsession’",,"['Entertainment', 'Mercy Aigbe', 'Shaffy Bello']",26 March 2022,Entertainment
"P-Square, Ill Bliss, others to thrill guests at ‘Nwanne Connect’",,"['Entertainment', 'Ill Bliss', 'P square']",26 March 2022,Entertainment
#HorribleBosses: Entertainers called out too,,['Entertainment'],26 March 2022,Entertainment
Lagos women have redefined being housewives –Carolyna Hutchings,,['Lagos women'],26 March 2022,Entertainment
"Industry cliques, not my business – Queeneth Agbor",,"['Entertainment', 'Queeneth Agbor']",26 March 2022,Entertainment
"‘Come Play Naija’ ends first season, millions doled out",,['Entertainment'],26 March 2022,Entertainment
I’m excited joining fight to end malaria –Kate Henshaw,,"['Kate Henshaw', 'malaria fight']",26 March 2022,Entertainment
Young actresses should always embrace peace –Seyi Edun,,"['Entertainment', 'Seyi Edun']",26 March 2022,Entertainment
Getting married to Lateef Adedimeji has made my life more beautiful –Mo Bimpe,,"['Lateef Adedimeji', 'Mo Bimpe']",26 March 2022,Entertainment
"My marriage ended before BBNaija — Reality TV star, Tega",,"['BBNaija', 'Tega']",25 March 2022,Entertainment
"Extra-marital affair: Denrele clears air on relationship with late singer, Goldie",,"['Denrele Edun', 'Goldie']",24 March 2022,Entertainment
"Super Eagles star, Shehu Abdullahi, Kannywood actress wife welcome baby boy",,"['Kannywood actress', 'Shehu Abdullahi']",24 March 2022,Entertainment
Kemi Afolabi: Nollywood stars seek financial support for actress,,"['Kemi Afolabi', 'lupus', 'Mercy Aigbe', 'Nollywood Stars', 'Toyin Abraham']",24 March 2022,Entertainment
"Denrele faces backlash over extra-marital affair claims with late singer, Goldie",,"['Denrele Edun', 'Goldie']",24 March 2022,Entertainment
I studied at four universities before graduating – Mr Macaroni,,['Mr Macaroni'],24 March 2022,Entertainment
"Beyoncé, Billie Eilish to perform at Oscars",,"['2022 Oscars', 'Beyonce', 'Oscars']",23 March 2022,Entertainment
Actress tackles blogger over romance allegation with married businessman,,"['actress', 'blogger']",23 March 2022,Entertainment
Why I stopped talking about DJ Cuppy in my skits –Broda Shaggi,,"['Broda Shaggi', 'DJ Cuppy']",23 March 2022,Entertainment
Kiddwaya criticises bracing presidential stage with stones,,['Kiddwaya'],23 March 2022,Entertainment
"We pay stylists for clothes, return after use – BBNaija star, Saga",,['BBNaija saga'],23 March 2022,Entertainment
Nancy Isime reacts amid rumours of affair with married UK businessman,,['Nancy Isime'],22 March 2022,Entertainment
Four ex-BBNaija housemates enrol in Milano School of Business in Italy,,['Ex-BBNaija housemates'],22 March 2022,Entertainment
Why ex-BBNaija housemates get depressed after show — Saga,,"['BBNaija saga', 'Depression', 'Ex-BBNaija housemates']",22 March 2022,Entertainment
Singer Portable bags N50m endorsement deal with Obi Cubana,,"['Obi Cubana', 'Portable']",21 March 2022,Entertainment
Tweep apologises to Davido over remark on son’s paternity,,['Davido'],21 March 2022,Entertainment
"I’m grateful for another year, says actress Mary Njoku on birthday",,['Mary Njoku'],20 March 2022,Entertainment
"Dancing on social media after marriage crash, my coping strategy — Korra Obidi",,['Korra Obidi'],20 March 2022,Entertainment
Switching from TV acting to movies hard –Seun Osigbesan,,"['movies', 'TV acting']",20 March 2022,Entertainment
We’d remarry if we find good men — some of Barrister’s widows,,['Ayinde Barrister'],20 March 2022,Entertainment
Nollywood needs govt support to do better —Saidi Balogun,,"['Nollywood', 'Saidi Balogun']",20 March 2022,Entertainment
There’s no formula for making hit songs –Young Jonn,,"['hit song', 'Young Jonn']",20 March 2022,Entertainment
"Toke Makinwa, Rudeboy, Mr Macaroni, others lament rising cost of living",,"['cost of living', 'Rudeboy', 'Toke Makinwa']",20 March 2022,Entertainment
"DJ Kaywise, Small Doctor, others to entertain guests at Omolúàbí Ibadan",,"['DJ Kaywise', 'small doctor']",20 March 2022,Entertainment
"Only few Nigerian artistes know how to entertain— Henrietta Kosoko’s son, Eltee",,['Nigerian artistes'],20 March 2022,Entertainment
My short film inspired by Bible’s Songs of Solomon –Adenrele Olowu,,['filmmakers'],20 March 2022,Entertainment
"I want to shatter biases against men with music – rapper, Dotman",,"['biases', 'Dotman', 'gender bias']",19 March 2022,Entertainment
"Barrister wanted me to take after his military career, not music —Son",,['Sikiru Ayinde (Barrister)'],19 March 2022,Entertainment
Ayinde Barrister’s widows in search of ‘true love’ 11 years after his death,,['Ayinde Barrister'],19 March 2022,Entertainment
Being sexy doesn’t make one a slut –Peju Johnson,,"['sexy look', 'slut']",19 March 2022,Entertainment
"Divorce: Why I can’t tell my side of the story, dancer Korra Obidi opens up",,"['Korra Obidi', 'Korra Obidi divorce']",19 March 2022,Entertainment
I pray before kissing in movies –Mo Bewa,,['kissing movies'],19 March 2022,Entertainment
Igbo group endorses Ngige for president,,"['2023 Igbo presidency', 'Chris Ngige']",11 April 2022,Politics
"Amaechi, Wike’s kinsmen back presidential bids",,"['Governor Nyesom Wike', 'Rotimi Amaechi']",11 April 2022,Politics
Ezeife asks FG to release Kanu,,"['Chukwuemeka Ezeife', 'Nnamdi Kanu']",11 April 2022,Politics
"Jonathan ruled for five, not six years, says monarch",,['Goodluck Jonathan'],11 April 2022,Politics
"Oyetola won’t slow down if re-elected, says aide",,"['Gboyega Oyetola', 'Osun 2022']",11 April 2022,Politics
"Zoning: PDP chiefs to meet, Bode George writes Ayu","
Deji Lambo and Ralph Ede ","['2023 PDP zoning', 'bode george', 'Iyorchia Ayu']",11 April 2022,Politics
"APC: Bayelsa support group goes spiritual, prays for success",,"['apc', 'bayelsa', 'Support group']",11 April 2022,Politics
Group claims North-East endorsement for Emefiele presidency,,[],11 April 2022,Politics
"Arsonists raze Imo commissioner, father’s houses",,[],11 April 2022,Politics
"Osinbajo meets APC govs, to declare for presidency shortly",,"['APC govs', 'Osinbajo']",10 April 2022,Politics
"[UPDATED] 2023: APC, PDP made Nigeria poorer, says Ondo SDP chairman",,[],10 April 2022,Politics
Enugu 2023: Ekweremadu decries attack on political supporters,,['Ike Ekweremadu'],10 April 2022,Politics
"Why Rivers workers’ll not support Wike’s presidential ambition –Itubo, NLC chairperson",,['Rivers workers'],10 April 2022,Politics
I’ve enough experience to lead Nigeria – Amaechi,,"['2023 presidency', 'Amaechi']",10 April 2022,Politics
Group seeks support for Emefiele,,"['2023 presidency', 'emefiele']",10 April 2022,Politics
"Only regional govt’ll save Nigeria from break-up –Orire, Ekiti APC chieftain",,"['2023 elections', 'regional government']",10 April 2022,Politics
Osun 2022: No crisis in Adeleke’s camp – Campaign organisation,,['Ademola Adeleke'],9 April 2022,Politics
"2023: Anyim, Obi, other South-East presidential aspirants unite for PDP ticket",,"['Anyim', 'Obi', 'pdp']",9 April 2022,Politics
"2023: Amaechi will win presidential election for APC, says Dakuku Peterside",,"['Dakuku Peterside', 'Rotimi Amaechi']",9 April 2022,Politics
"APC primary: I’m not scared of Tinubu, Osinbajo, others -Yahaya Bello ",,['2023 presidency'],9 April 2022,Politics
Enugu 2023: Ekweremadu’s gov ambition stirs fresh power shift controversy,,"['Ekweremadu', 'Enugu 2023']",9 April 2022,Politics
"Eating amala, ponmo at buka won’t take you to Villa, Dino tells Fayose",,"['2023 presidency', 'Dino Melaye', 'Fayose']",9 April 2022,Politics
I’m most favoured for APC ticket – Yahaya Bello,,"['2023 presidency', 'yahaya bello']",9 April 2022,Politics
Radio station presents PDP presidential nomination form to Emmanuel,,"['2023 presidency', 'Udom Emmanuel']",9 April 2022,Politics
Why I am contesting Remo federal constituency seat -OMG,,['Remo'],9 April 2022,Politics
Kano PDP: Court cautions parties against disobeying interim order,,['Kano PDP'],9 April 2022,Politics
Group urges parties to make Emefiele consensus candidate,,"['2023 presidency', 'emefiele']",9 April 2022,Politics
"Despite court ruling, PDP says Ayade holding stolen mandate",,['Ben Ayade'],9 April 2022,Politics
"Why APC, PDP should be shunned in 2023 -Pat Utomi",,"['apc', 'Pat Utomi', 'pdp']",8 April 2022,Politics
"It’s fraudulent to go into 2023 with dead persons, child voters, HURIWA tells INEC",,"['2023 elections', 'Electoral Act 2022']",8 April 2022,Politics
"2023: Melaye tackles Fayose, warns against de-marketing Atiku, Saraki",,"['Atiku', 'Fayose', 'Saraki']",8 April 2022,Politics
"Osinbajo, best man to fix Nigeria’s problems – Group",,['Vice President Yemi Osinbajo (SAN)'],8 April 2022,Politics
"Osun 2022: Oyetola trusts God, electorate for victory, says aide",,"['Adegboyega Oyetola', 'Osun 2022']",8 April 2022,Politics
2023: Ex-Bayelsa information commissioner picks Reps form,,['Bayelsa PDP'],8 April 2022,Politics
Supreme Court reserves judgment on Kano APC crisis,,['Supreme Court'],8 April 2022,Politics
"Sacked Imo lawmaker tackles Speaker, says seat not vacant",,['Imo Assembly'],8 April 2022,Politics
"PDP’ll take over South-West in 2023 – Ogun, Oyo chairmen",,['pdp'],8 April 2022,Politics
"2023: Oshiomhole’s aspiration will divide Edo APC, says group",,['Adams Oshiomhole'],8 April 2022,Politics
2023: Lagos Senator declares for Ogun West senatorial seat,,['Senator Solomon Adeola'],8 April 2022,Politics
2023: No anointed candidates for elective offices – Kogi APC,,['kogi APC'],8 April 2022,Politics
Makinde declares interest in seeking re-election,,"['2023 elections', 'seyi makinde']",8 April 2022,Politics
Anambra Assembly confirms Soludo’s commissioners,,"['anambra Assembly', 'Soludo']",8 April 2022,Politics
"Hoodlums who attacked us are known, says Oni",,['Segun Oni'],8 April 2022,Politics
"Lawan gives aides ultimatum to resign, Omo-Agege’s men comply",,"['Ahmad Lawan', 'Omo-Agege']",8 April 2022,Politics
I await court action over comments on Ige’s murder – Soyinka,,['Bola Ige'],8 April 2022,Politics
"Makinde declares second term bid, lists achievements",,['Gov. Seyi Makinde'],7 April 2022,Politics
"2023: Again, PDP extends sale of nomination forms",,['PDP nomination forms'],7 April 2022,Politics
"2023: Resign if you’re contesting, Bauchi gov tells appointees",,"['2023', 'Bauchi governor']",7 April 2022,Politics
"2023: Declare for presidency now, Dakuku Peterside urges Amaechi",,"['Dakuku Peterside', 'Rotimi Amaechi']",7 April 2022,Politics
"Defection: Court refuses to sack Ayade, deputy",,['defection'],7 April 2022,Politics
Osun 2022: Lasun Yusuf emerges Labour Party’s candidate,,"['Labour Party', 'Lasun Yusuf']",7 April 2022,Politics
"Imo speaker can’t declare my seat vacant, says sacked lawmaker","
Chidiebube Okeoma, Owerri ","['Imo lawmaker', 'Imo Speaker']",7 April 2022,Politics
2023: Bauchi gov asks appointees eyeing elective positions to resign,,['Bauchi'],7 April 2022,Politics
"2023: PDP’ll rebuild, unite Nigeria, Tambuwal vows",,[],7 April 2022,Politics
"Buhari incompetent, not ready to tackle insecurity – Senator",,['buhari'],7 April 2022,Politics
"2023: Nigeria needs wealth creators, says Peter Obi",,[],7 April 2022,Politics
2023: Shehu Sani joins Kaduna gov race,,['Shehu Sani'],7 April 2022,Politics
"2023: APC diaspora faults zoning, endorse Amaechi",,['Amaechi'],7 April 2022,Politics
Yahaya Audu joins Kogi East Senatorial race,,['Kogi'],7 April 2022,Politics
APC USA urges govt to step up anti-insurgency war,,[],7 April 2022,Politics
"Ekiti 2022: Hoodlums attack Oni’s convoy, injure supporters",,"['SDP', 'Segun Oni']",6 April 2022,Politics
"After eight years in APGA, Maku returns to PDP, vows to unseat Sule in 2023",,"['#NigeriaDecides2023', '2023', 'APGA', 'Labaran Maku']",6 April 2022,Politics
2023: Atiku absent as PDP presidential aspirants meet in Rivers,,[],6 April 2022,Politics
"2023: Okowa’s Chief of Staff, nine commissioners resign to contest elections",,['Governor Okowa'],6 April 2022,Politics
"2023: I guarantee victory if given ticket, Wike tells PDP",,"['2023', 'Wike']",6 April 2022,Politics
"2023: APGA cuts nomination fees for women, youths by 50%",,[],6 April 2022,Politics
2023: Ex-gov Jonah Jang’s son declares for Reps,,"['Jonah Jang', 'Plateau']",6 April 2022,Politics
2023: I’ll sustain food basket status of Akwa Ibom LGA – Gov aspirant,,['Akwa Ibom 2023'],6 April 2022,Politics
2023: PDP’ll fail if it doesn’t zone gov ticket to Abia-North – Chieftain,,['Abia PDP'],6 April 2022,Politics
2023: Wike woos Gombe PDP on presidential ambition,,['Governor Nyesom Wike'],6 April 2022,Politics
"We’ve no time left to conduct primaries, Okorocha to APC leaders",,"['APC primaries', 'Okorocha']",6 April 2022,Politics
Gombe APC lauds Dankwambo for not importing hoodlums,,['Dankwambo'],6 April 2022,Politics
Obiano’s Chief of Staff to battle wife for Senate ticket,,['Ebelechukwu Obiano'],6 April 2022,Politics
"2023 presidency: I have capacity to salvage Nigeria, says Wike",,['Gov. Nyesom Wike'],6 April 2022,Politics
Omo-Agege asks aides to resign ahead of primaries,,['Omo-Agege'],6 April 2022,Politics
Zamfara PDP ready to receive aggrieved APC members,,['Zamfara PDP'],6 April 2022,Politics
"I’ve not declared gov interest yet, says Malami",,['Malami'],6 April 2022,Politics
"‘I sought Adeboye, others’ intervention in Aregbesola/Oyetola’s feud’",,"['Aregbesola', 'Oyetola']",6 April 2022,Politics
Confusion surrounds alleged suspension of Anambra PDP chair,,"['Anambra pdp', 'PDP crisis']",6 April 2022,Politics
"ESIEC extends LG primaries date, insists on April 19 election date",,['ESIEC'],5 April 2022,Politics
Akume donates N20m nomination fee to APC,,"['apc', 'George Akume']",5 April 2022,Politics
"I visited Adeboye, Ooni, Alaafin to end Oyetola, Aregbesola feud – Makinde",,"['Aregbesola', 'Oyetola', 'Pastor Adeboye']",5 April 2022,Politics
"Confusion in APC as Adamu takes over media centre, displaces journalists",,['APC National Chairman'],5 April 2022,Politics
PDP chairman denies Abia gov candidates’ endorsement,,['Ayu'],5 April 2022,Politics
2023: God decreed next president will be from South-East – Igbo Elders,,"['2023', 'Igbo elders', 'South-East']",5 April 2022,Politics
PDP throws open 2023 presidential ticket,,"['2023 PDP zoning', '2023 presidency', 'pdp']",5 April 2022,Politics
I’ll make Nigeria work for the good of all – Anyim,,"['2023', 'Anyim Pius Anyim']",5 April 2022,Politics
2023: INEC threatens to bar political parties if…,,"['2023', 'INEC']",5 April 2022,Politics
Confusion trails alleged suspension of Anambra PDP chairman,,['pdp'],5 April 2022,Politics
2023: Fayose resigns from PDP zoning committee,,"['Fayose', 'pdp']",5 April 2022,Politics
"Kwara: Dumping APC not solution, Lai Mohammed begs aggrieved associates",,"['2023', 'apc', 'SDP']",5 April 2022,Politics
"Presidential aspirant vows to tackle hunger, unemployment",,"['2023', 'presidential aspirant']",5 April 2022,Politics
Senator Manager picks Delta PDP gov form,,['pdp'],5 April 2022,Politics
"Saraki, Tambuwal, Mohammed move to block zoning, PDP may favour consensus","
Stephen Angbulu and Adeyinka Adedipe ",['2023 PDP zoning'],5 April 2022,Politics
2023: Group urges Ikpeazu to support power shift to Abia-North,,[],5 April 2022,Politics
APC consensus: Benue gov aspirant Hanmation lauds Akume on Adamu’s emergence,,['APC National Chairman'],5 April 2022,Politics
2023: Group urges Amaechi to join presidential race,,['Rotimi Amaechi'],5 April 2022,Politics
"Umahi planned to kill me in detention, PDP spokesman alleges",,['David Umahi'],5 April 2022,Politics
"God told me Atiku’ll be next president, says Melaye",,['Dino Melaye'],5 April 2022,Politics
"Osun 2022: I’ll announce my new party soon, says Ogunbiyi",,['Akin Ogunbiyi'],5 April 2022,Politics
"Ekiti’ll reject APC, PDP at June gov poll – Oni",,"['Ekiti 2022', 'Segun Oni']",5 April 2022,Politics
Ohuabunwa’s kinsmen endorse his presidential ambition,,"['2023 presidency', 'Ohuabunwa']",5 April 2022,Politics
"APGA says Soludo’s detractors, enemies of state",,['Soludo'],5 April 2022,Politics
Buhari hasn’t anointed any successor – Abe,,['2023 presidency'],5 April 2022,Politics
Aregbesola’s loyalists vow not to dump APC,,['Aregbesola faction'],5 April 2022,Politics
"2023: Emefiele not connected with campaign vehicles, rallies, groups clarify",,['Emefiele 2023 presidency'],4 April 2022,Politics
"PDP condemns Abuja imam sacking, decries attack on free speech",,['Abuja chief imam'],4 April 2022,Politics
Osun 2022: Insurance firm boss set to announce new party after dumping PDP,"
Bola Bamigbola, Osogbo ","['Osun 2022', 'pdp']",4 April 2022,Politics
2023 Presidency: Wike pays consultation visit to Abdulsalami Abubakar in Niger,"
Aisha Wakaso, Minna ","['2023 presidential ambition', 'Abdulsalami Abubakar', 'Nyesom Wike']",4 April 2022,Politics
Oshiomhole to run for Edo North Senatorial seat,"
Adeyinka Adedipe, Benin ","['Adams Oshiomole', 'senatorial ambition']",4 April 2022,Politics
2023: Ohuabunwa’s kinsmen endorse his presidential ambition,,"['2023', 'Ohuabunwa']",4 April 2022,Politics
APGA commends Soludo’s move to end Monday’s sit-at-home,,['APGA'],4 April 2022,Politics
2023: Dublin-based medical consultant eyes APC Osun-West senatorial ticket,,['apc'],4 April 2022,Politics
Reps ticket: Edo PDP caucus prays for Anenih son’s success,,['Ose Anenih'],4 April 2022,Politics
2023: Ex-minister of power Nnaji joins Enugu gov race,,['APC Enugu'],4 April 2022,Politics
"APC convention: I’ll not quit party despite outcome, says Moniedafe",,['APC convention'],4 April 2022,Politics
2023 presidency: Sam Ohuabunwa lists leadership criteria,,['Abia PDP'],4 April 2022,Politics
2023: Alimikhena declares third term senatorial bid,,['Francis Alimikhena'],4 April 2022,Politics
CSOs tackle Emefiele over alleged involvement in politics,"
Deborah Tolu-Kolawole and Solomon Odeniyi ",['emefiele'],4 April 2022,Politics
Groups urge NASS to approach Supreme Court over Electoral Act amendment,,"['Electoral Act', 'NASS']",4 April 2022,Politics
"Bakare unveils Project 16, briefs Nigerians in diaspora",,"['Diaspora Nigerians', 'Pastor Tunde Bakare']",4 April 2022,Politics
"APC holds zonal meeting, vows to win South-East in 2023",,"['2023 elections', 'apc']",4 April 2022,Politics
Ogun APC chieftain charges Adamu on unity,,['Ogun APC'],4 April 2022,Politics
‘Nigeria needs leaders with strong values’,,"['2023 elections', 'Nigeria leaders']",4 April 2022,Politics
PDP warns against hiring mercenaries,,"['insecurity', 'Kaduna killings']",4 April 2022,Politics
"PDP won’t retake Ebonyi, APC vows",,[],3 April 2022,Politics
"PDP suspends Chris Uba, Ukachukwu",,"['Chris uba', 'pdp']",3 April 2022,Politics
"How PDP politicians raided NNPC, carted away $20bn -Presidency",,"['pdp', 'presidency']",3 April 2022,Politics
Ethnicity shouldn’t be a factor in selecting varsity VCs –Prof Falola,,"['OAU VC', 'VC selection process']",3 April 2022,Politics
2023: Jega tasks new PRP leaders on rebuilding Nigeria,,['Attahiru Jega'],3 April 2022,Politics
I don’t know whether there will be 2023 election yet – Adeboye,,"['2023', 'Pastor Adeboye']",3 April 2022,Politics
2023: Reno Omokri reveals those behind Emefiele’s campaign,,"['2023', 'Godwin Emefiele', 'Reno Ompkri']",3 April 2022,Politics
Nigeria can’t develop without good governance -Jega,,"['INEC', 'Jega']",3 April 2022,Politics
"Atiku too old, lacks capacity to be president, CSOs, others insist",,"['2023 presidency', 'Atiku']",3 April 2022,Politics
"Bello declares for 2023 presidency, promises security, economic prosperity","
FRIDAY OLOKOR and GBENGA ODOGUN ",['2023 presidency'],3 April 2022,Politics
APC fails to refund over 120 aspirants one week after convention,"
ENIOLA AKINKUOTU and STEPHEN ANGBULU ",['APC convention'],3 April 2022,Politics
"Consensus undemocratic, denied APC candidates right to compete –Ebri, former Cross River gov",,"['APC candidates', 'consensus']",3 April 2022,Politics
PRP re-elects Falalu Bello as National Chairman,,"['Falalu Bello', 'PRP']",2 April 2022,Politics
"Osun 2022: Ex-Osun SSG, others back factional PDP candidate, Babayemi",,"['Dotun Babayemi', 'Osun PDP']",2 April 2022,Politics
